Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
180,Semi Ojeleye,PF,26,BOS,2,0,6.0,0.0,2.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,ojelese01
181,Onyeka Okongwu,C,20,ATL,18,0,9.2,0.9,1.7,0.548,0.0,0.1,0.0,0.9,1.7,0.567,0.548,0.8,1.2,0.667,1.2,1.5,2.7,0.1,0.3,0.7,0.2,1.6,2.7,okongon01
182,KZ Okpala,PF,21,MIA,2,0,3.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,okpalkz01
183,Miye Oni,SG,23,UTA,8,0,5.1,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.4,0.0,0.4,0.0,0.1,0.0,0.0,1.0,0.0,onimi01
184,Daniel Oturu,C,21,LAC,8,0,1.9,0.3,0.6,0.4,0.0,0.1,0.0,0.3,0.5,0.5,0.4,0.1,0.3,0.5,0.3,0.3,0.5,0.0,0.0,0.1,0.0,0.3,0.6,oturuda01
185,Jabari Parker,PF,25,BOS,4,0,14.8,3.3,5.3,0.619,0.5,1.3,0.4,2.8,4.0,0.688,0.667,1.5,2.0,0.75,0.5,3.3,3.8,0.5,0.0,0.8,1.5,1.8,8.5,parkeja01
186,Chris Paul,PG,35,PHO,20,20,34.2,7.5,15.0,0.497,1.5,3.3,0.446,6.0,11.8,0.511,0.545,2.9,3.3,0.877,0.5,3.1,3.5,8.6,1.2,0.2,2.2,2.4,19.2,paulch01
187,Cameron Payne,PG,26,PHO,22,2,19.0,3.7,8.8,0.425,1.1,3.1,0.362,2.6,5.6,0.46,0.49,0.7,0.8,0.889,0.3,2.2,2.5,3.2,0.8,0.5,1.1,1.8,9.3,payneca01
188,Elfrid Payton,PG,26,NYK,2,2,6.5,0.0,2.5,0.0,0.0,0.0,,0.0,2.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,paytoel01
189,Reggie Perry,PF,20,BRK,5,0,4.4,1.4,2.6,0.538,0.4,1.0,0.4,1.0,1.6,0.625,0.615,0.0,0.0,,0.8,0.4,1.2,0.2,0.2,0.0,0.6,0.8,3.2,perryre01
190,Michael Porter Jr.,SF,22,DEN,10,10,33.2,6.4,13.5,0.474,2.9,7.3,0.397,3.5,6.2,0.565,0.581,1.7,2.1,0.81,1.2,5.0,6.2,1.3,1.1,0.3,1.6,3.1,17.4,portemi01
191,Bobby Portis,C,25,MIL,20,2,18.3,3.5,7.6,0.464,0.9,2.6,0.346,2.6,5.0,0.525,0.523,0.9,1.3,0.72,1.7,3.4,5.0,0.6,0.7,0.4,0.5,1.6,8.8,portibo01
192,Kristaps Porzingis,C,25,DAL,7,7,33.3,4.9,10.3,0.472,1.1,3.9,0.296,3.7,6.4,0.578,0.528,2.3,2.7,0.842,1.0,4.4,5.4,1.3,1.3,0.7,0.4,2.7,13.1,porzikr01
193,Dwight Powell,C,29,DAL,7,0,7.4,1.0,1.1,0.875,0.0,0.0,,1.0,1.1,0.875,0.875,0.7,0.9,0.833,0.7,1.1,1.9,0.9,0.3,0.0,0.1,1.1,2.7,poweldw01
194,Norman Powell,SF,27,POR,6,6,36.0,6.3,12.7,0.5,1.7,4.3,0.385,4.7,8.3,0.56,0.566,2.7,3.0,0.889,0.5,1.7,2.2,2.0,0.8,1.0,1.2,2.8,17.0,powelno01
195,Payton Pritchard,SG,23,BOS,5,0,13.4,1.2,3.4,0.353,0.6,2.0,0.3,0.6,1.4,0.429,0.441,0.4,0.4,1.0,0.4,1.4,1.8,2.4,0.4,0.0,0.6,0.8,3.4,pritcpa01
196,Immanuel Quickley,PG,21,NYK,5,0,15.4,2.0,6.6,0.303,0.8,2.2,0.364,1.2,4.4,0.273,0.364,1.0,1.4,0.714,0.0,1.4,1.4,1.0,0.6,0.0,1.2,1.6,5.8,quickim01
197,Julius Randle,PF,26,NYK,5,5,36.0,5.6,18.8,0.298,2.2,6.6,0.333,3.4,12.2,0.279,0.356,4.6,5.4,0.852,2.2,9.4,11.6,4.0,0.6,0.0,4.6,3.6,18.0,randlju01
198,Cam Reddish,SF,21,ATL,4,0,23.0,4.8,9.0,0.528,2.3,3.5,0.643,2.5,5.5,0.455,0.653,1.0,1.3,0.8,0.3,3.3,3.5,1.8,1.5,0.5,1.3,2.8,12.8,reddica01
199,Paul Reed,PF,21,PHI,3,0,3.7,0.7,1.3,0.5,0.0,0.0,,0.7,1.3,0.5,0.5,0.0,0.0,,1.0,1.7,2.7,0.0,0.0,0.3,0.0,0.3,1.3,reedpa01
200,Josh Richardson,SG,27,DAL,7,0,13.4,1.6,4.0,0.393,0.4,1.4,0.3,1.1,2.6,0.444,0.446,1.3,1.3,1.0,0.4,1.1,1.6,0.7,0.3,0.0,0.9,1.1,4.9,richajo01
201,Austin Rivers,SG,28,DEN,10,9,30.5,3.0,6.9,0.435,1.9,4.6,0.413,1.1,2.3,0.478,0.572,1.3,1.6,0.813,0.1,1.6,1.7,2.1,0.2,0.3,0.9,3.2,9.2,riverau01
202,Duncan Robinson,SF,26,MIA,4,4,25.0,2.8,7.3,0.379,2.5,6.8,0.37,0.3,0.5,0.5,0.552,2.3,2.5,0.9,0.0,2.8,2.8,0.8,0.8,0.0,1.0,3.3,10.3,robindu01
203,Rajon Rondo,PG,34,LAC,13,0,16.9,1.4,4.1,0.34,0.8,2.2,0.393,0.5,1.9,0.28,0.443,0.6,0.9,0.667,0.3,2.3,2.6,3.8,0.4,0.2,1.1,1.4,4.2,rondora01
204,Derrick Rose,PG,32,NYK,5,3,35.0,8.0,16.8,0.476,1.6,3.4,0.471,6.4,13.4,0.478,0.524,1.8,1.8,1.0,0.8,3.2,4.0,5.0,0.4,0.2,1.6,1.0,19.4,rosede01
205,Dario Saric,C,26,PHO,14,0,10.5,1.5,3.2,0.467,0.6,1.3,0.444,0.9,1.9,0.481,0.556,0.9,1.0,0.929,0.6,1.9,2.5,1.0,0.1,0.1,0.4,1.5,4.5,saricda01
206,Dennis Schroder,SG,27,LAL,6,6,32.7,4.7,11.7,0.4,1.3,4.3,0.308,3.3,7.3,0.455,0.457,3.7,4.3,0.846,0.2,2.8,3.0,2.8,1.0,0.2,1.7,2.2,14.3,schrode01
207,Mike Scott,PF,32,PHI,5,0,6.8,0.4,1.8,0.222,0.4,1.4,0.286,0.0,0.4,0.0,0.333,0.0,0.0,,0.2,0.4,0.6,0.6,0.2,0.2,0.0,0.6,1.2,scottmi01
208,Jay Scrubb,SG,20,LAC,6,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,scrubja01
209,Landry Shamet,SG,23,BRK,12,0,17.2,1.5,3.4,0.439,0.8,2.2,0.385,0.7,1.3,0.533,0.561,0.3,0.4,0.8,0.3,1.5,1.8,0.6,0.4,0.1,0.5,1.6,4.2,shamela01
210,Ben Simmons,PG,24,PHI,12,12,33.5,4.9,7.9,0.621,0.0,0.1,0.0,4.9,7.8,0.628,0.621,2.1,6.1,0.342,2.1,5.8,7.9,8.8,1.3,0.8,2.3,3.3,11.9,simmobe01
211,Anfernee Simons,SG,21,POR,6,0,17.8,2.3,4.2,0.56,1.8,3.0,0.611,0.5,1.2,0.429,0.78,0.0,0.0,,0.5,2.2,2.7,0.8,0.3,0.2,0.2,1.0,6.5,simonan01
212,Marcus Smart,PG,26,BOS,5,5,36.6,5.8,13.2,0.439,3.2,8.6,0.372,2.6,4.6,0.565,0.561,3.0,4.2,0.714,0.8,3.6,4.4,6.0,1.0,0.2,2.8,2.8,17.8,smartma01
213,Ish Smith,PG,32,WAS,5,0,22.2,3.2,8.6,0.372,0.4,1.4,0.286,2.8,7.2,0.389,0.395,0.0,0.0,,0.2,3.0,3.2,2.8,1.4,0.4,1.0,2.2,6.8,smithis01
214,Jalen Smith,PF,20,PHO,6,0,3.0,0.3,0.7,0.5,0.2,0.2,1.0,0.2,0.5,0.333,0.625,0.0,0.0,,0.3,0.5,0.8,0.2,0.0,0.0,0.2,0.3,0.8,smithja04
215,Tony Snell,SG,29,ATL,9,0,7.3,0.2,1.8,0.125,0.1,1.2,0.091,0.1,0.6,0.2,0.156,0.0,0.0,,0.0,0.6,0.6,0.2,0.2,0.1,0.4,0.6,0.6,snellto01
216,Max Strus,SF,24,MIA,2,0,3.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strusma01
217,Jayson Tatum,SF,22,BOS,5,5,37.0,9.4,22.2,0.423,2.8,7.2,0.389,6.6,15.0,0.44,0.486,9.0,9.8,0.918,0.6,5.2,5.8,4.6,1.2,1.6,2.6,3.0,30.6,tatumja01
218,Jeff Teague,PG,32,MIL,16,0,7.4,0.6,1.9,0.29,0.3,0.7,0.455,0.3,1.3,0.2,0.371,0.6,0.7,0.818,0.1,0.4,0.5,0.8,0.2,0.0,0.4,0.6,2.0,teaguje01
219,Matt Thomas,SG,26,UTA,3,0,2.3,0.0,0.7,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,thomama02
220,Tristan Thompson,PF,29,BOS,5,5,26.4,4.0,6.8,0.588,0.0,0.0,,4.0,6.8,0.588,0.588,2.4,3.4,0.706,5.8,4.0,9.8,1.0,0.8,1.2,1.0,2.4,10.4,thomptr01
221,Matisse Thybulle,SG,23,PHI,12,1,18.3,2.1,4.3,0.481,0.9,2.8,0.324,1.2,1.5,0.778,0.587,0.2,0.4,0.4,0.3,1.1,1.4,0.3,1.3,0.9,0.2,2.4,5.3,thybuma01
222,Xavier Tillman Sr.,PF,22,MEM,3,0,6.0,0.3,1.7,0.2,0.0,0.3,0.0,0.3,1.3,0.25,0.2,0.0,0.0,,0.3,0.7,1.0,0.3,0.3,0.0,0.3,0.7,0.7,tillmxa01
223,Anthony Tolliver,PF,35,PHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tollian01
224,Obi Toppin,PF,22,NYK,5,0,13.0,2.4,4.6,0.522,0.6,1.8,0.333,1.8,2.8,0.643,0.587,1.0,1.2,0.833,0.8,1.8,2.6,0.4,0.0,0.2,0.6,1.2,6.4,toppiob01
225,Axel Toupane,SF,28,MIL,4,0,2.5,0.5,1.0,0.5,0.3,0.5,0.5,0.3,0.5,0.5,0.625,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.3,toupaax01
226,P.J. Tucker,PF,35,MIL,23,19,29.6,1.7,4.3,0.388,0.8,2.6,0.322,0.8,1.7,0.487,0.485,0.1,0.2,0.75,2.1,2.7,4.8,1.1,1.0,0.1,0.4,3.3,4.3,tuckepj01
227,Rayjon Tucker,PG,23,PHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tuckera01
228,Jonas Valanciunas,C,28,MEM,5,5,33.2,6.6,11.6,0.569,0.4,1.6,0.25,6.2,10.0,0.62,0.586,1.4,1.6,0.875,4.0,5.8,9.8,2.6,0.6,0.6,2.0,3.6,15.0,valanjo01
229,Gabe Vincent,PG,24,MIA,3,0,4.7,0.7,1.0,0.667,0.3,0.7,0.5,0.3,0.3,1.0,0.833,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,1.7,vincega01
230,Kemba Walker,PG,30,BOS,3,3,30.3,4.3,13.7,0.317,1.0,5.7,0.176,3.3,8.0,0.417,0.354,3.0,3.3,0.9,0.0,4.0,4.0,4.0,0.3,0.0,2.7,3.3,12.7,walkeke02
231,Tremont Waters,PG,23,BOS,3,0,2.0,0.3,1.3,0.25,0.0,0.7,0.0,0.3,0.7,0.5,0.25,0.7,1.0,0.667,0.0,0.0,0.0,0.7,0.3,0.0,0.7,0.0,1.3,watertr01
232,Russell Westbrook,PG,32,WAS,5,5,37.2,5.6,16.8,0.333,1.0,4.0,0.25,4.6,12.8,0.359,0.363,6.8,8.6,0.791,2.8,7.6,10.4,11.8,0.4,0.2,4.2,3.4,19.0,westbru01
233,Grant Williams,PF,22,BOS,5,0,11.4,1.2,2.4,0.5,0.4,0.8,0.5,0.8,1.6,0.5,0.583,0.6,0.6,1.0,0.6,1.4,2.0,0.8,0.2,0.8,0.2,1.4,3.4,willigr01
234,Lou Williams,PG,34,ATL,18,2,15.4,2.8,6.1,0.455,0.7,1.7,0.433,2.1,4.4,0.463,0.514,1.4,1.5,0.963,0.1,1.3,1.4,2.2,0.7,0.1,1.2,0.9,7.7,willilo02
235,Robert Williams,C,23,BOS,3,0,15.3,3.0,4.7,0.643,0.0,0.0,,3.0,4.7,0.643,0.643,0.3,0.7,0.5,2.7,2.3,5.0,0.7,0.3,3.0,0.3,2.3,6.3,williro04
236,Justise Winslow,SF,24,MEM,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,winslju01
237,Cassius Winston,PG,22,WAS,1,0,5.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,winstca01
238,Trae Young,PG,22,ATL,16,16,37.7,9.4,22.4,0.418,2.8,9.0,0.313,6.6,13.4,0.488,0.481,7.3,8.4,0.866,0.4,2.4,2.8,9.5,1.3,0.0,4.0,2.2,28.8,youngtr01
239,Ivica Zubac,C,23,LAC,17,7,17.7,2.0,3.4,0.596,0.0,0.0,,2.0,3.4,0.596,0.596,2.3,2.9,0.796,2.5,3.3,5.8,0.4,0.1,0.7,0.9,1.9,6.3,zubaciv01
