Player,Age,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,2P%,eFG%,FT%,Season,Salary,Rating,Cap Maximum,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG
Gordon Hayward,25,80,80,36.2,6.5,15.0,1.8,5.1,4.7,9.9,4.9,6.0,0.8,4.2,5.0,3.7,1.2,0.3,2.5,2.3,19.7,0.433,0.353,0.475,0.493,0.817,2016,31.5,83,94.143,0,0,0,1,0
Harrison Barnes,23,90,82,61.9,7.9,18.5,2.3,6.4,5.5,12.0,2.6,3.4,2.3,7.3,9.6,3.1,1.3,0.4,1.7,4.0,20.7,0.427,0.359,0.458,0.489,0.765,2016,17.0,77,94.143,0,0,0,1,0
Isaiah Thomas,26,88,85,68.9,15.0,36.7,4.2,13.4,10.9,23.4,12.1,14.4,0.9,5.1,6.0,11.2,1.8,0.9,5.0,5.0,46.4,0.409,0.313,0.466,0.466,0.84,2016,0.184,81,94.143,0,0,1,0,0
JaVale McGee,28,36,2,17.9,2.8,4.9,0.0,0.0,2.8,4.9,1.5,4.1,2.6,2.9,5.4,0.1,0.6,0.8,2.1,2.9,7.1,0.571,0.0,0.571,0.571,0.366,2016,5.545,75,94.143,1,0,0,0,0
Jae Crowder,25,79,79,64.4,8.2,23.1,3.4,11.8,5.0,11.4,3.9,5.1,1.8,9.9,11.6,4.0,3.2,1.0,2.3,5.5,23.7,0.355,0.288,0.439,0.429,0.765,2016,3.196,76,94.143,0,0,0,1,0
James Harden,26,87,87,76.7,16.9,39.7,5.5,16.4,11.4,23.3,16.4,19.2,2.2,9.1,11.3,15.1,4.1,0.8,9.8,5.4,55.6,0.426,0.335,0.489,0.495,0.854,2016,35.681,92,94.143,0,0,0,0,1
James Johnson,28,67,32,26.0,3.2,6.7,0.8,2.1,2.4,4.7,0.9,1.5,0.8,2.9,3.7,1.8,0.8,0.6,1.6,2.8,8.0,0.478,0.381,0.511,0.537,0.6,2016,3.839,75,94.143,0,1,0,0,0
Jeff Green,29,166,83,110.1,16.6,38.4,3.2,9.9,13.4,28.5,8.4,12.3,3.1,12.1,15.3,5.7,3.2,2.0,3.9,8.3,45.0,0.432,0.323,0.47,0.474,0.683,2016,9.6,77,94.143,0,0,0,1,0
Jerami Grant,21,77,52,26.8,3.3,7.8,0.5,1.9,2.8,5.9,2.8,4.2,1.3,3.4,4.7,1.8,0.7,1.6,1.4,2.8,9.7,0.423,0.263,0.475,0.455,0.667,2016,27.586,69,94.143,0,1,0,0,0
Jimmy Butler,26,67,67,36.9,7.0,15.4,1.0,3.1,6.1,12.4,5.9,7.1,1.2,4.2,5.3,4.8,1.6,0.6,2.0,1.9,20.9,0.455,0.323,0.492,0.487,0.831,2016,45.184,86,94.143,0,0,0,0,1
Joe Harris,24,5,0,3.0,0.2,0.8,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.0,0.2,0.2,0.6,0.25,0.25,0.0,0.375,0.0,2016,19.929,67,94.143,0,0,0,0,1
Joe Ingles,28,81,2,15.3,1.5,3.6,1.0,2.6,0.5,1.0,0.2,0.2,0.2,1.6,1.9,1.2,0.7,0.0,0.8,1.2,4.2,0.417,0.385,0.5,0.556,1.0,2016,11.0,70,94.143,0,0,0,1,0
Jonas Valanciunas,23,72,69,52.8,10.8,18.9,0.0,0.0,10.8,18.9,5.1,6.9,7.1,12.9,19.9,1.6,1.2,2.5,2.9,5.3,26.6,0.571,0.0,0.571,0.571,0.739,2016,15.435,78,94.143,1,0,0,0,0
Jordan Clarkson,23,79,79,32.3,6.0,13.9,1.4,4.1,4.6,9.8,2.1,2.6,1.2,2.8,4.0,2.4,1.1,0.1,1.7,2.1,15.5,0.432,0.341,0.469,0.482,0.808,2016,23.488,75,94.143,0,0,0,0,1
Josh Richardson,22,66,2,48.9,4.8,11.6,2.2,5.5,2.4,6.1,1.5,2.2,1.1,4.6,5.7,3.0,1.1,1.4,1.6,4.7,13.2,0.414,0.4,0.393,0.509,0.682,2016,2.891,66,94.143,0,0,0,0,1
Jrue Holiday,25,65,23,28.2,6.3,14.4,1.3,4.0,5.0,10.4,2.8,3.3,0.4,2.6,3.0,6.0,1.4,0.3,2.6,2.3,16.8,0.438,0.325,0.481,0.483,0.848,2016,36.862,80,94.143,0,0,1,0,0
Julius Randle,21,81,60,28.2,4.4,10.3,0.1,0.4,4.3,9.9,2.4,3.3,2.1,8.1,10.2,1.8,0.7,0.4,1.8,3.0,11.3,0.427,0.25,0.434,0.432,0.727,2016,28.227,74,94.143,0,1,0,0,0
Justin Holiday,26,106,10,43.6,5.0,12.8,2.1,5.9,2.9,6.9,1.5,2.1,0.7,4.4,5.0,3.2,1.8,1.2,2.2,3.5,13.4,0.391,0.356,0.42,0.473,0.714,2016,3.196,72,94.143,0,0,0,0,1
Justise Winslow,19,91,10,54.0,5.0,11.6,0.8,2.9,4.2,8.7,2.6,3.8,2.3,7.6,10.0,2.1,1.5,0.6,2.1,5.1,13.3,0.431,0.276,0.483,0.466,0.684,2016,0.166,74,94.143,0,0,0,1,0
Jusuf Nurkic,21,32,3,17.1,3.2,7.6,0.0,0.1,3.2,7.5,1.9,3.1,2.0,3.4,5.5,1.3,0.8,1.4,1.7,2.8,8.2,0.421,0.0,0.427,0.421,0.613,2016,16.875,74,94.143,1,0,0,0,0
Karl-Anthony Towns,20,82,82,32.0,7.6,14.1,0.4,1.1,7.3,13.0,2.7,3.4,2.8,7.7,10.5,2.0,0.7,1.7,2.2,3.0,18.3,0.539,0.364,0.562,0.553,0.794,2016,36.016,78,94.143,1,0,0,0,0
Kawhi Leonard,24,82,82,67.0,16.0,31.7,3.5,7.9,12.5,23.8,8.3,9.7,2.7,10.4,13.1,5.4,4.4,2.4,3.1,3.9,43.7,0.505,0.443,0.525,0.56,0.856,2016,45.64,87,94.143,0,0,0,1,0
Kelly Olynyk,24,73,8,28.2,4.0,10.4,1.2,3.8,2.7,6.5,1.4,1.9,1.5,3.5,5.1,2.3,1.1,0.5,2.1,3.7,10.5,0.385,0.316,0.415,0.442,0.737,2016,12.195,74,94.143,1,0,0,0,0
Kelly Oubre,20,126,18,21.4,2.8,6.6,0.8,2.6,2.0,4.2,1.0,1.6,0.8,3.4,4.2,0.4,0.6,0.2,1.0,3.2,7.4,0.424,0.308,0.476,0.485,0.625,2016,2.891,71,94.143,0,0,0,1,0
Kentavious Caldwell-Pope,22,80,80,77.0,10.8,25.1,4.5,11.7,6.3,13.6,3.7,4.8,1.4,6.6,8.0,4.6,3.2,0.5,1.9,4.0,29.8,0.43,0.385,0.463,0.52,0.771,2016,14.705,73,94.143,0,0,0,0,1
Kevin Durant,27,90,90,76.1,19.4,41.8,4.3,12.8,15.1,29.0,13.4,15.0,1.3,14.0,15.3,8.3,2.0,2.2,7.1,4.0,56.6,0.464,0.336,0.521,0.516,0.893,2016,47.649,91,94.143,0,0,0,1,0
Kevin Love,27,97,96,62.2,9.9,24.7,4.4,11.3,5.6,13.4,6.6,7.9,3.6,15.1,18.7,4.5,1.3,0.9,3.2,3.8,30.7,0.401,0.389,0.418,0.49,0.835,2016,3.836,81,94.143,0,1,0,0,0
Kevon Looney,19,5,0,4.2,0.8,1.4,0.2,0.4,0.6,1.0,0.0,0.0,0.8,1.2,2.0,0.0,0.0,0.0,0.2,0.4,1.8,0.571,0.5,0.6,0.643,0.0,2016,7.5,69,94.143,0,1,0,0,0
Khris Middleton,24,158,158,72.2,12.8,29.0,3.6,9.2,9.2,19.8,7.0,7.8,1.2,6.6,7.6,8.4,3.4,0.4,4.6,5.2,36.4,0.441,0.391,0.465,0.503,0.897,2016,29.321,78,94.143,0,0,0,0,1
Klay Thompson,25,104,104,68.7,16.5,36.2,7.6,17.7,9.0,18.5,5.8,6.8,1.0,6.4,7.5,4.4,1.9,1.0,3.7,4.1,46.4,0.456,0.429,0.486,0.561,0.853,2016,43.219,87,94.143,0,0,0,0,1
Kristaps Porzingis,20,144,144,56.8,10.4,24.6,2.2,6.8,8.2,17.8,5.6,6.6,3.6,11.0,14.6,2.6,1.4,3.8,3.4,5.6,28.6,0.423,0.324,0.461,0.467,0.848,2016,36.016,74,94.143,0,1,0,0,0
Kyle Anderson,22,88,11,28.9,2.6,6.3,0.3,0.8,2.3,5.5,1.4,1.8,0.5,5.0,5.5,2.3,1.4,0.7,1.2,2.3,6.8,0.413,0.375,0.418,0.437,0.778,2016,9.22,71,94.143,0,0,0,1,0
Kyle Lowry,29,97,97,75.3,13.2,32.1,4.9,14.0,8.4,18.1,9.1,11.6,1.6,7.8,9.4,12.4,3.7,0.6,6.1,6.4,40.3,0.411,0.35,0.464,0.488,0.784,2016,29.683,83,94.143,0,0,1,0,0
Kyrie Irving,23,74,74,68.4,17.0,36.7,4.0,10.4,12.9,26.2,6.9,7.8,1.5,4.3,6.0,9.4,2.8,0.9,4.6,4.2,44.8,0.463,0.385,0.492,0.518,0.885,2016,37.037,87,94.143,0,0,1,0,0
Larry Nance Jr,23,63,22,20.1,2.5,4.8,0.0,0.2,2.5,4.6,0.5,0.7,1.6,3.3,5.0,0.7,0.9,0.4,0.7,2.0,5.5,0.521,0.0,0.543,0.521,0.714,2016,10.375,68,94.143,0,1,0,0,0
LeBron James,31,97,97,74.7,20.1,38.5,2.6,8.2,17.5,30.3,8.6,12.4,3.5,13.5,16.9,14.4,3.7,1.9,6.9,4.5,51.6,0.522,0.317,0.578,0.556,0.694,2016,47.607,94,94.143,0,0,0,1,0
Marcus Morris,26,88,88,107.7,16.1,35.4,5.0,12.7,11.4,22.7,12.5,15.0,2.1,9.5,11.7,7.5,1.8,0.3,4.4,10.7,49.7,0.455,0.394,0.502,0.525,0.833,2016,16.804,73,94.143,0,0,0,1,0
Marcus Smart,21,67,11,59.5,6.7,18.7,2.8,9.3,3.8,9.4,4.9,6.2,2.5,6.1,8.7,6.0,3.2,1.1,3.8,5.8,21.1,0.358,0.301,0.404,0.433,0.79,2016,18.584,74,94.143,0,0,1,0,0
Markieff Morris,26,128,90,76.7,14.4,33.4,2.2,7.4,12.0,26.1,5.1,6.8,3.4,13.2,16.6,5.7,2.7,1.6,6.2,8.7,36.0,0.431,0.297,0.46,0.464,0.75,2016,3.196,78,94.143,0,1,0,0,0
Mason Plumlee,25,93,93,53.2,5.8,12.7,0.0,0.0,5.8,12.7,4.5,7.1,5.9,13.7,19.5,7.6,1.4,2.0,4.2,6.9,16.1,0.457,0.0,0.457,0.457,0.634,2016,5.0,76,94.143,1,0,0,0,0
Mike Conley,28,56,56,31.4,5.3,12.4,1.4,3.8,3.9,8.6,3.4,4.1,0.5,2.5,2.9,6.1,1.2,0.3,1.5,1.8,15.3,0.427,0.368,0.453,0.484,0.829,2016,24.36,85,94.143,0,0,1,0,0
Mike Muscala,24,69,0,16.8,2.4,4.7,0.4,1.4,2.0,3.5,0.7,0.9,1.4,2.4,3.9,0.9,0.2,0.6,0.8,1.9,6.0,0.511,0.286,0.571,0.553,0.778,2016,3.445,72,94.143,1,0,0,0,0
Montrezl Harrell,22,41,1,15.7,2.0,3.8,0.0,0.5,2.0,3.3,1.1,2.2,0.6,2.0,2.7,0.4,0.3,0.3,0.9,1.7,5.1,0.526,0.0,0.606,0.526,0.5,2016,2.02,69,94.143,0,1,0,0,0
Myles Turner,19,67,34,50.9,9.1,18.9,0.1,0.5,9.1,18.5,2.4,3.3,3.4,8.5,11.9,1.1,0.7,4.7,2.8,6.0,20.6,0.481,0.2,0.492,0.484,0.727,2016,20.975,73,94.143,1,0,0,0,0
Nerlens Noel,21,67,62,29.3,4.6,8.8,0.0,0.0,4.6,8.7,2.0,3.4,2.3,5.8,8.1,1.8,1.8,1.5,2.4,2.9,11.1,0.523,0.0,0.529,0.523,0.588,2016,0.3,77,94.143,1,0,0,0,0
Nicolas Batum,27,75,72,63.8,8.7,21.5,3.2,10.1,5.5,11.4,5.7,6.7,1.2,8.5,9.7,7.8,1.3,0.6,4.5,2.8,26.3,0.405,0.317,0.482,0.479,0.851,2016,11.711,77,94.143,0,0,0,1,0
Nik Stauskas,22,73,35,24.8,2.9,7.5,1.5,4.5,1.4,3.0,1.2,1.6,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,8.5,0.387,0.333,0.467,0.487,0.75,2016,0.702,69,94.143,0,0,0,0,1
Nikola Jokic,20,80,55,21.7,3.8,7.5,0.4,1.1,3.5,6.5,1.9,2.4,2.3,4.7,7.0,2.4,1.0,0.6,1.3,2.6,10.0,0.507,0.364,0.538,0.533,0.792,2016,47.607,68,94.143,1,0,0,0,0
Nikola Vucevic,25,65,60,31.3,8.2,16.1,0.0,0.1,8.2,16.0,1.7,2.3,2.7,6.2,8.9,2.8,0.8,1.1,1.9,2.7,18.2,0.509,0.0,0.512,0.509,0.739,2016,18.519,83,94.143,1,0,0,0,0
Norman Powell,22,67,27,26.2,3.5,8.6,1.1,3.2,2.3,5.3,1.3,1.5,0.5,3.2,3.8,1.3,1.3,0.3,1.0,2.2,9.4,0.407,0.344,0.434,0.471,0.867,2016,18.0,68,94.143,0,0,0,0,1
Otto Porter,22,75,73,30.3,4.5,9.6,1.3,3.6,3.2,6.0,1.3,1.7,1.3,3.9,5.2,1.6,1.4,0.4,0.9,2.2,11.6,0.469,0.361,0.533,0.536,0.765,2016,6.3,72,94.143,0,0,0,1,0
PJ Tucker,30,82,80,31.0,2.9,7.1,0.8,2.5,2.1,4.6,1.3,1.7,2.0,4.2,6.2,2.2,1.3,0.2,1.4,2.5,8.0,0.408,0.32,0.457,0.465,0.765,2016,11.014,75,94.143,0,0,0,1,0
Pat Connaughton,23,40,0,5.5,0.9,2.2,0.4,1.1,0.4,1.1,0.1,0.1,0.3,0.8,1.1,0.3,0.1,0.0,0.3,0.2,2.4,0.409,0.364,0.364,0.5,1.0,2016,9.424,67,94.143,0,0,0,0,1
Patrick Beverley,27,81,73,80.3,7.6,23.2,2.9,10.0,4.7,13.2,3.2,3.6,2.6,9.7,12.3,7.8,2.1,1.2,2.9,10.1,21.5,0.328,0.29,0.356,0.39,0.889,2016,3.196,76,94.143,0,0,1,0,0
Paul George,25,88,88,74.1,15.5,35.5,5.2,13.1,10.3,22.3,14.3,15.6,2.3,12.3,14.6,8.4,3.9,1.1,6.6,6.2,50.4,0.437,0.397,0.462,0.51,0.917,2016,45.64,86,94.143,0,0,0,1,0
Reggie Bullock,24,39,0,22.6,3.7,5.6,1.6,2.9,2.1,2.7,0.4,0.4,0.4,2.5,2.8,2.2,0.8,0.1,0.2,1.8,9.3,0.661,0.552,0.778,0.804,1.0,2016,14.211,67,94.143,0,0,0,1,0
Reggie Jackson,25,83,83,67.5,13.1,29.5,2.3,8.7,10.8,20.8,4.7,5.3,1.2,5.3,6.5,15.5,2.2,0.6,5.3,4.9,33.1,0.444,0.264,0.519,0.483,0.887,2016,5.0,78,94.143,0,0,1,0,0
Richaun Holmes,22,51,1,13.8,2.2,4.4,0.2,0.9,2.1,3.5,1.0,1.5,1.2,1.4,2.6,0.6,0.4,0.8,0.6,1.8,5.6,0.5,0.222,0.6,0.523,0.667,2016,12.046,67,94.143,0,1,0,0,0
Ricky Rubio,25,76,76,30.6,2.9,7.7,0.8,2.5,2.1,5.2,3.5,4.1,0.5,3.8,4.3,8.7,2.1,0.1,2.5,2.6,10.1,0.377,0.32,0.404,0.429,0.854,2016,3.722,77,94.143,0,0,1,0,0
Robert Covington,25,67,49,28.4,4.1,10.6,2.5,7.2,1.6,3.4,2.1,2.6,1.0,5.3,6.3,1.4,1.6,0.6,2.1,3.5,12.8,0.387,0.347,0.471,0.505,0.808,2016,11.692,73,94.143,0,0,0,1,0
Robin Lopez,27,82,82,27.1,4.4,8.1,0.0,0.0,4.4,8.1,1.6,2.0,3.3,4.1,7.3,1.4,0.2,1.6,1.6,2.2,10.3,0.543,0.0,0.543,0.543,0.8,2016,3.196,75,94.143,1,0,0,0,0
Rudy Gay,29,70,70,34.0,6.7,14.4,1.1,3.1,5.6,11.3,2.8,3.6,1.5,5.0,6.5,1.7,1.4,0.7,2.0,2.6,17.2,0.465,0.355,0.496,0.503,0.778,2016,6.479,83,94.143,0,0,0,1,0
Rudy Gobert,23,61,60,31.7,3.2,5.8,0.0,0.0,3.2,5.8,2.6,4.6,3.4,7.5,11.0,1.5,0.7,2.2,1.9,2.7,9.1,0.552,0.0,0.552,0.552,0.565,2016,41.0,79,94.143,1,0,0,0,0
Russell Westbrook,27,98,98,71.8,17.0,39.9,3.2,10.1,13.8,29.8,12.2,15.0,4.1,10.6,14.7,21.4,4.6,0.4,8.6,4.9,49.5,0.426,0.317,0.463,0.466,0.813,2016,3.836,89,94.143,0,0,1,0,0
Seth Curry,25,44,9,15.7,2.3,5.1,1.1,2.5,1.2,2.6,1.0,1.2,0.2,1.2,1.4,1.5,0.5,0.1,0.8,0.9,6.8,0.451,0.44,0.462,0.559,0.833,2016,4.0,67,94.143,0,0,1,0,0
Spencer Dinwiddie,22,13,0,15.3,2.6,5.5,0.1,0.8,2.5,4.7,1.6,2.8,0.3,1.1,1.4,2.8,0.3,0.0,0.6,1.7,6.8,0.473,0.125,0.532,0.482,0.571,2016,21.912,70,94.143,0,0,1,0,0
Stephen Curry,27,97,96,68.3,18.4,39.0,9.5,22.2,8.9,16.8,8.8,9.7,1.7,9.3,10.9,11.9,3.5,0.5,7.5,4.2,55.2,0.472,0.428,0.53,0.594,0.907,2016,51.916,93,94.143,0,0,1,0,0
Steven Adams,22,98,98,55.9,7.1,11.5,0.0,0.1,7.1,11.4,4.0,6.6,6.1,10.0,16.2,1.5,1.0,1.9,2.0,5.9,18.1,0.617,0.0,0.623,0.617,0.606,2016,12.6,76,94.143,1,0,0,0,0
TJ McConnell,23,81,17,19.8,2.7,5.7,0.4,1.1,2.3,4.6,0.3,0.5,0.5,2.6,3.1,4.5,1.2,0.1,1.7,1.4,6.1,0.474,0.364,0.5,0.509,0.6,2016,8.7,70,94.143,0,0,1,0,0
TJ Warren,22,47,4,22.8,4.7,9.4,0.6,1.5,4.1,7.9,1.0,1.4,1.2,1.9,3.1,0.9,0.8,0.3,0.7,2.0,11.0,0.5,0.4,0.519,0.532,0.714,2016,0.648,72,94.143,0,0,0,1,0
Taj Gibson,30,73,55,26.5,3.6,6.8,0.0,0.0,3.6,6.8,1.4,2.0,2.8,4.1,6.9,1.5,0.6,1.1,1.1,2.5,8.6,0.529,0.0,0.529,0.529,0.7,2016,4.776,76,94.143,0,1,0,0,0
Terry Rozier,21,44,0,27.8,2.5,7.3,1.0,2.9,1.6,4.4,0.6,0.7,1.2,3.8,5.0,2.1,0.4,0.6,0.9,1.6,6.6,0.342,0.345,0.364,0.411,0.857,2016,23.205,69,94.143,0,0,1,0,0
Thaddeus Young,27,73,73,33.0,6.8,13.2,0.1,0.4,6.7,12.8,1.4,2.2,2.4,6.6,9.0,1.9,1.5,0.5,1.9,2.5,15.1,0.515,0.25,0.523,0.519,0.636,2016,9.01,75,94.143,0,1,0,0,0
Tim Hardaway Jr,23,60,1,26.6,3.0,8.1,1.1,4.4,1.9,3.7,1.4,1.8,0.1,2.5,2.7,1.8,0.4,0.2,0.8,1.1,8.6,0.37,0.25,0.514,0.438,0.778,2016,17.898,73,94.143,0,0,0,0,1
Tobias Harris,23,156,152,138.4,22.0,47.1,4.3,12.5,17.8,34.7,11.1,12.9,5.1,24.2,29.4,9.8,3.4,2.3,5.6,9.0,59.5,0.467,0.344,0.513,0.513,0.86,2016,39.27,79,94.143,0,1,0,0,0
Trey Lyles,20,80,33,17.3,2.4,5.5,0.6,1.6,1.8,3.9,0.7,1.0,0.7,3.0,3.7,0.7,0.3,0.2,0.8,1.4,6.1,0.436,0.375,0.462,0.491,0.7,2016,8.0,72,94.143,0,1,0,0,0
Tristan Thompson,24,103,55,57.3,5.3,9.5,0.0,0.0,5.3,9.5,3.8,6.5,7.4,10.6,18.0,1.5,0.9,1.5,1.5,5.1,14.5,0.558,0.0,0.558,0.558,0.585,2016,3.196,77,94.143,0,1,0,0,0
Tyus Jones,19,37,0,15.5,1.5,4.2,0.4,1.4,1.1,2.8,0.8,1.1,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2,0.357,0.286,0.393,0.405,0.727,2016,14.0,69,94.143,0,0,1,0,0
Victor Oladipo,23,72,52,33.0,5.9,13.5,1.4,3.9,4.5,9.6,2.8,3.4,0.7,4.1,4.8,3.9,1.6,0.8,2.1,2.4,16.0,0.437,0.359,0.469,0.489,0.824,2016,9.45,80,94.143,0,0,0,0,1
Wesley Matthews,29,83,83,68.5,8.2,22.9,4.4,13.7,3.8,9.2,4.6,5.7,1.1,5.5,6.7,3.1,2.2,0.2,1.8,5.1,25.5,0.358,0.321,0.413,0.454,0.807,2016,3.196,79,94.143,0,0,0,1,0
Zach LaVine,20,82,33,28.0,5.3,11.7,1.5,3.9,3.8,7.8,2.0,2.5,0.3,2.5,2.8,3.1,0.8,0.2,1.9,2.4,14.0,0.453,0.385,0.487,0.517,0.8,2016,40.064,73,94.143,0,0,0,0,1
Aaron Gordon,21,80,72,28.7,4.9,10.8,1.0,3.3,4.0,7.5,2.0,2.7,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2,12.7,0.454,0.303,0.533,0.5,0.741,2017,22.266,76,99.093,0,0,0,1,0
Al Horford,30,86,86,66.2,11.8,22.4,2.8,6.5,9.0,15.9,2.8,3.6,3.1,10.2,13.4,10.4,1.6,2.1,3.5,3.8,29.1,0.527,0.431,0.566,0.589,0.778,2017,10.0,85,99.093,1,0,0,0,0
Alec Burks,25,42,0,15.5,2.4,5.9,0.6,1.8,1.8,4.1,1.4,1.9,0.4,2.5,2.9,0.7,0.4,0.1,0.8,1.2,6.7,0.407,0.333,0.439,0.458,0.737,2017,10.49,77,99.093,0,0,0,0,1
Alex Len,23,154,68,40.6,6.0,12.0,0.0,0.4,5.8,11.8,3.8,5.4,4.0,9.2,13.2,1.2,1.0,2.6,2.6,6.2,16.0,0.5,0.0,0.492,0.5,0.704,2017,3.196,75,99.093,1,0,0,0,0
Andre Drummond,23,81,81,29.7,6.0,11.2,0.0,0.1,5.9,11.2,1.7,4.4,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,13.6,0.536,0.0,0.527,0.536,0.386,2017,3.36,87,99.093,1,0,0,0,0
Andrew Nicholson,27,76,0,28.4,3.5,9.1,0.4,2.4,3.1,6.7,0.7,1.0,1.2,4.3,5.5,0.9,1.3,0.4,1.4,4.5,8.1,0.385,0.167,0.463,0.407,0.7,2017,2.844,73,99.093,0,1,0,0,0
Andrew Wiggins,21,82,82,37.2,8.6,19.1,1.3,3.5,7.4,15.6,5.0,6.6,1.2,2.8,4.0,2.3,1.0,0.4,2.3,2.2,23.6,0.45,0.371,0.474,0.484,0.758,2017,24.33,82,99.093,0,0,0,1,0
Anthony Davis,23,150,150,72.2,20.6,40.6,1.0,3.6,19.4,37.2,13.8,17.2,4.6,19.0,23.6,4.2,2.6,4.4,4.8,4.4,56.0,0.507,0.278,0.522,0.52,0.802,2017,40.6,90,99.093,1,0,0,0,0
Bismack Biyombo,24,81,27,22.1,2.2,4.2,0.0,0.0,2.2,4.2,1.5,2.9,1.9,5.1,7.0,0.9,0.3,1.1,1.2,2.5,6.0,0.524,0.0,0.524,0.524,0.517,2017,6.194,77,99.093,1,0,0,0,0
Boban Marjanovic,28,35,0,8.4,2.1,3.8,0.0,0.0,2.1,3.8,1.3,1.7,1.3,2.4,3.7,0.3,0.2,0.3,0.3,0.7,5.5,0.553,0.0,0.553,0.553,0.765,2017,2.891,75,99.093,1,0,0,0,0
Bobby Portis,21,70,13,35.8,5.7,11.4,1.5,3.7,4.2,7.7,0.6,0.9,2.0,8.7,10.6,1.7,0.8,0.7,1.6,3.2,13.5,0.5,0.405,0.545,0.566,0.667,2017,11.711,74,99.093,0,1,0,0,0
Bojan Bogdanovic,27,175,108,96.0,16.4,37.2,6.5,17.7,9.9,19.5,10.2,11.4,2.2,12.2,14.4,4.5,1.7,0.5,5.4,6.7,49.4,0.441,0.367,0.508,0.528,0.895,2017,20.0,76,99.093,0,0,0,1,0
Bradley Beal,23,90,90,73.7,17.7,37.1,5.1,15.0,12.6,22.2,7.5,9.1,1.9,4.6,6.5,6.2,2.7,0.9,4.1,5.1,47.9,0.477,0.34,0.568,0.546,0.824,2017,46.742,79,99.093,0,0,0,0,1
Brandon Ingram,19,79,40,28.8,3.5,8.7,0.7,2.4,2.8,6.3,1.7,2.7,0.8,3.2,4.0,2.1,0.6,0.5,1.5,2.0,9.4,0.402,0.292,0.444,0.443,0.63,2017,33.833,78,99.093,0,0,0,1,0
Brook Lopez,28,75,75,29.6,7.4,15.6,1.8,5.2,5.6,10.5,3.9,4.9,1.6,3.8,5.4,2.3,0.5,1.7,2.5,2.6,20.5,0.474,0.346,0.533,0.532,0.796,2017,25.0,81,99.093,1,0,0,0,0
Buddy Hield,24,164,110,72.5,12.9,29.5,5.8,14.3,7.2,15.0,2.7,3.2,1.3,9.0,10.3,4.7,1.6,0.3,4.1,4.2,34.3,0.437,0.406,0.48,0.536,0.844,2017,19.28,75,99.093,0,0,0,0,1
CJ McCollum,25,84,84,70.0,16.7,38.0,5.1,11.0,11.6,27.0,7.2,7.7,2.8,6.9,9.6,4.6,1.9,1.0,6.0,5.0,45.5,0.439,0.464,0.43,0.507,0.935,2017,35.802,83,99.093,0,0,0,0,1
Cameron Payne,22,63,0,47.8,7.2,20.4,3.7,9.5,3.5,11.0,0.5,0.9,0.3,5.5,5.6,5.2,1.4,0.3,3.9,4.9,18.4,0.353,0.389,0.318,0.444,0.556,2017,9.391,73,99.093,0,0,1,0,0
Caris LeVert,22,57,26,21.7,3.0,6.7,1.0,3.2,2.0,3.4,1.2,1.6,0.4,2.9,3.3,1.9,0.9,0.1,1.0,1.6,8.2,0.448,0.312,0.588,0.522,0.75,2017,15.385,71,99.093,0,0,0,1,0
Chris Paul,31,68,68,68.6,15.7,32.2,4.0,10.4,11.7,21.8,7.9,9.0,1.3,8.7,10.0,19.1,3.7,0.2,5.1,5.8,43.4,0.488,0.385,0.537,0.55,0.878,2017,30.8,91,99.093,0,0,1,0,0
Christian Wood,21,13,0,8.2,0.9,1.8,0.0,0.4,0.9,1.4,0.8,1.2,1.1,1.2,2.2,0.2,0.2,0.5,0.5,0.8,2.7,0.5,0.0,0.643,0.5,0.667,2017,2.71,68,99.093,0,1,0,0,0
Clint Capela,22,76,70,49.9,9.8,16.2,0.0,0.1,9.8,16.1,3.6,6.2,5.1,11.8,16.8,2.1,1.2,3.7,2.0,5.3,23.1,0.605,0.0,0.609,0.605,0.581,2017,20.616,77,99.093,1,0,0,0,0
Cody Zeller,24,62,58,27.8,4.1,7.1,0.0,0.0,4.1,7.1,2.1,3.2,2.2,4.4,6.5,1.6,1.0,0.9,1.0,3.0,10.3,0.577,0.0,0.577,0.577,0.656,2017,3.196,76,99.093,1,0,0,0,0
Cory Joseph,25,90,24,46.2,6.8,15.4,1.5,3.9,5.3,11.5,2.0,2.3,1.0,4.0,5.0,6.4,1.2,0.4,2.8,3.5,17.2,0.442,0.385,0.461,0.49,0.87,2017,3.196,75,99.093,0,0,1,0,0
D'Angelo Russell,20,63,60,28.7,5.6,13.8,2.1,6.1,3.4,7.7,2.3,3.0,0.5,3.0,3.5,4.8,1.4,0.3,2.8,2.1,15.6,0.406,0.344,0.442,0.482,0.767,2017,17.308,79,99.093,0,0,1,0,0
